URL,Version,Status,OIDs,Name,Title,Description,Used
http://snomed.info/sct,null,active,"2.16.840.1.113883.6.96",SNOMED_CT,SNOMED CT (all versions),"SNOMED CT is the most comprehensive and precise clinical health terminology product in the world, owned and distributed around the world by The International Health Terminology Standards Development Organisation (IHTSDO).","ValueSet/vs-ophthalmologist-treatments,ValueSet/vs-eye-movement-and-position,ValueSet/vs-eye-screening-results,ValueSet/vs-neonatal-hearing-screening-results"
https://www.ehealth.fgov.be/standards/fhir/terminology/CodeSystem/cs-eye-movement-and-position,1.0.0,active,,CSEyeMovementAndPosition,Eye Movement and Position,"Custom codes for eye movement and position conditions not available in SNOMED CT.","ValueSet/vs-eye-movement-and-position"
